Gender,Marital_Status,Dependents,Education,Employment_Status,City/Town,Annual_Income,Loan_History,Loan_Amount_Requested,Loan_Term,Loan_Approval_Status
Male,Married,2,High School,Self-Employed,Urban,42621,0,6364,194,1
Female,Married,0,High School,Unemployed,Urban,111091,0,20707,126,1
Female,Single,0,Postgraduate,Employed,Urban,92647,0,23070,86,1
Female,Married,3,Graduate,Employed,Suburban,20541,0,5850,23,0
Male,Married,0,High School,Self-Employed,Suburban,73910,0,22021,196,1
Female,Single,2,High School,Employed,Urban,96999,1,22040,43,1
Male,Married,2,Graduate,Employed,Suburban,148013,0,24364,87,1
Female,Married,0,Postgraduate,Self-Employed,Suburban,118228,0,22087,18,0
Female,Married,3,Graduate,Unemployed,Suburban,123555,1,35021,98,1
Male,Single,1,High School,Self-Employed,Rural,140400,0,38292,200,1
Male,Single,0,Graduate,Unemployed,Urban,124923,0,23328,105,1
Female,Single,3,Graduate,Employed,Urban,68011,0,20224,77,1
Female,Single,1,Postgraduate,Employed,Urban,94323,1,23604,106,1
Female,Married,3,Postgraduate,Unemployed,Rural,112235,0,23751,198,1
Male,Married,0,High School,Unemployed,Urban,51092,1,18228,56,0
Female,Single,2,Graduate,Self-Employed,Urban,42041,0,11062,117,0
Female,Single,1,Graduate,Unemployed,Urban,100653,1,29537,155,0
Male,Divorced,2,Graduate,Employed,Urban,41447,0,11610,87,0
Male,Divorced,3,High School,Employed,Urban,65395,0,20000,102,1
Female,Single,1,High School,Self-Employed,Suburban,58090,0,20000,59,1
Male,Married,0,Graduate,Employed,Suburban,94249,0,25878,179,1
Female,Married,0,High School,Unemployed,Urban,135309,1,40216,52,1
Male,Married,3,High School,Self-Employed,Suburban,111978,0,22669,219,0
Male,Divorced,1,Graduate,Employed,Urban,95562,0,23929,38,1
Male,Married,3,High School,Self-Employed,Suburban,66271,0,20000,56,1
Female,Married,1,High School,Unemployed,Urban,65846,0,20000,41,0
Male,Married,1,Graduate,Employed,Urban,120431,0,26184,212,1
Female,Married,3,High School,Employed,Suburban,91966,0,22773,91,1
Female,Divorced,2,High School,Employed,Urban,44629,0,9402,207,1
Female,Single,0,Graduate,Unemployed,Urban,102916,0,28327,125,1
Female,Married,1,Graduate,Self-Employed,Urban,122203,0,29703,220,1
Female,Married,2,Graduate,Employed,Suburban,71977,0,21555,188,1
Male,Married,2,High School,Employed,Urban,125294,0,34871,81,1
Male,Married,3,Postgraduate,Self-Employed,Suburban,133807,1,23772,66,1
Female,Single,0,Graduate,Employed,Urban,137138,0,28719,195,1
Male,Divorced,2,Postgraduate,Self-Employed,Urban,73272,0,20168,60,1
Male,Single,1,Postgraduate,Employed,Urban,53388,0,8371,92,0
Female,Single,3,High School,Employed,Urban,92112,0,22481,58,1
Female,Married,3,Postgraduate,Employed,Suburban,26738,0,9005,160,0
Female,Married,2,High School,Employed,Suburban,64078,0,9734,191,1
Male,Single,0,Postgraduate,Employed,Rural,50860,1,20000,200,1
Female,Single,0,Graduate,Employed,Urban,85520,0,21530,116,1
Female,Divorced,1,Postgraduate,Self-Employed,Urban,102718,0,20426,130,1
Female,Married,2,High School,Employed,Urban,33308,0,6731,165,0
Male,Single,2,Postgraduate,Employed,Suburban,97076,0,28629,53,1
Female,Divorced,3,High School,Self-Employed,Suburban,56033,0,14681,138,1
Female,Single,1,Graduate,Employed,Urban,52640,0,11082,181,0
Male,Single,0,High School,Employed,Urban,58367,0,20000,172,1
Female,Single,3,High School,Employed,Urban,24464,1,6320,94,0
Female,Single,0,High School,Employed,Rural,120182,0,28857,147,1
Female,Single,1,Graduate,Unemployed,Rural,50551,1,18374,34,0
Male,Single,0,Postgraduate,Employed,Suburban,59335,0,10288,76,0
Female,Single,0,High School,Self-Employed,Suburban,127911,0,31076,166,1
Female,Single,0,High School,Self-Employed,Urban,42267,1,8930,98,0
Female,Married,0,High School,Employed,Urban,143402,0,36723,29,1
Female,Married,0,Graduate,Self-Employed,Suburban,63236,0,18430,166,0
Female,Married,2,Graduate,Self-Employed,Suburban,91093,0,20010,171,1
Female,Single,1,High School,Employed,Suburban,79444,0,23325,202,1
Female,Single,2,Graduate,Unemployed,Urban,56699,0,20000,13,0
Female,Single,2,High School,Employed,Urban,64901,0,25177,176,0
Male,Married,0,Graduate,Self-Employed,Suburban,137080,0,24289,16,1
Female,Married,0,High School,Self-Employed,Suburban,63572,0,21413,214,0
Female,Divorced,3,Graduate,Employed,Suburban,36365,0,12329,173,1
Male,Married,1,Graduate,Employed,Suburban,58642,1,20000,216,0
Male,Married,2,Graduate,Employed,Urban,146616,0,24249,130,1
Female,Single,1,High School,Employed,Suburban,46591,1,15272,87,0
Male,Married,2,Graduate,Unemployed,Urban,112501,0,26958,196,1
Male,Single,0,Postgraduate,Unemployed,Rural,28535,0,8881,194,0
Male,Married,3,High School,Employed,Rural,43246,0,5287,16,0
Female,Single,3,High School,Self-Employed,Urban,112901,0,32020,82,1
Female,Single,2,Postgraduate,Self-Employed,Suburban,66322,1,20000,190,1
Female,Married,3,Graduate,Unemployed,Urban,65164,0,10890,229,0
Female,Married,3,High School,Employed,Urban,63834,0,23019,208,0
Female,Married,2,Graduate,Self-Employed,Suburban,62821,0,20000,179,0
Male,Single,3,Graduate,Self-Employed,Rural,87057,0,25382,73,1
Female,Married,2,High School,Unemployed,Rural,67719,0,24940,189,0
Female,Divorced,1,Graduate,Unemployed,Suburban,36198,0,14319,120,0
Female,Divorced,2,High School,Unemployed,Suburban,116950,1,20210,86,0
Male,Divorced,0,High School,Employed,Urban,76764,1,21512,21,1
Male,Divorced,3,High School,Unemployed,Urban,97428,0,27434,234,1
Female,Married,3,Postgraduate,Self-Employed,Suburban,111668,1,30761,217,1
Female,Divorced,2,High School,Employed,Urban,110319,0,32526,199,1
Male,Married,0,High School,Employed,Suburban,55683,0,10138,219,0
Male,Single,0,High School,Self-Employed,Suburban,94189,0,26965,84,1
Male,Single,0,Graduate,Employed,Suburban,27955,0,6635,225,0
Female,Single,0,Graduate,Unemployed,Urban,113481,0,22943,62,1
Female,Single,2,High School,Self-Employed,Urban,98415,0,22433,14,1
Female,Married,0,High School,Employed,Urban,106733,0,24983,159,1
Male,Divorced,1,Postgraduate,Self-Employed,Urban,89389,0,21452,79,1
Female,Single,3,High School,Employed,Urban,103947,0,26196,150,1
Female,Divorced,1,High School,Employed,Urban,51236,1,20000,49,1
Male,Married,0,High School,Employed,Suburban,100585,0,26830,27,1
Male,Married,1,High School,Self-Employed,Rural,54680,0,20000,124,1
Male,Single,2,Postgraduate,Self-Employed,Urban,51581,0,18643,83,0
Female,Divorced,2,Postgraduate,Unemployed,Suburban,141163,0,31634,92,1
Female,Married,2,High School,Unemployed,Urban,131148,1,22475,181,1
Female,Single,0,High School,Employed,Urban,134227,1,26616,57,1
Female,Single,2,Graduate,Employed,Urban,39980,0,14488,13,0
Male,Single,3,Graduate,Self-Employed,Urban,115252,1,20589,68,1
Male,Married,2,High School,Unemployed,Urban,111860,0,20966,204,1
Female,Single,0,Graduate,Employed,Rural,39962,0,10791,37,1
Male,Married,0,High School,Employed,Suburban,149659,0,24055,147,1
Male,Married,3,High School,Unemployed,Urban,121672,0,27941,41,1
Male,Married,1,Postgraduate,Self-Employed,Suburban,101929,0,24340,16,1
Female,Married,2,Postgraduate,Unemployed,Urban,39657,0,13791,200,0
Male,Single,3,Graduate,Unemployed,Urban,21567,0,7472,234,0
Female,Married,3,Graduate,Employed,Suburban,116737,1,21505,163,1
Female,Single,2,Graduate,Self-Employed,Suburban,24536,1,6813,218,0
Male,Married,0,High School,Employed,Urban,80005,0,23974,146,1
Male,Married,3,High School,Unemployed,Rural,54363,1,14797,225,0
Female,Single,2,High School,Employed,Urban,146124,0,37965,222,1
Male,Married,1,High School,Employed,Urban,112935,0,22133,220,1
Male,Divorced,1,High School,Employed,Urban,100947,0,28734,24,1
Female,Divorced,3,Graduate,Employed,Urban,138460,1,36674,121,1
Male,Married,2,Graduate,Employed,Urban,63876,0,18027,149,0
Female,Married,2,Graduate,Employed,Urban,86647,0,24144,213,1
Male,Married,2,High School,Self-Employed,Urban,38434,1,13968,105,0
Male,Single,3,Graduate,Unemployed,Urban,112493,0,27354,101,1
Male,Married,2,Graduate,Unemployed,Urban,78395,0,20919,165,1
Female,Married,2,High School,Self-Employed,Rural,62872,0,20000,131,1
Female,Single,3,High School,Employed,Urban,75300,0,20974,31,1
Female,Married,1,High School,Employed,Urban,59361,0,20000,116,1
Male,Married,0,Graduate,Self-Employed,Urban,139574,0,33434,20,1
Male,Married,1,Graduate,Employed,Urban,75963,0,21277,224,1
Female,Married,0,Postgraduate,Unemployed,Urban,110759,0,25635,31,1
Female,Single,0,High School,Employed,Urban,62248,1,14399,66,0
Male,Single,1,High School,Employed,Urban,119627,0,22122,98,0
Female,Married,1,Graduate,Employed,Suburban,92810,0,27177,87,1
Male,Married,3,High School,Self-Employed,Suburban,119268,0,30525,85,1
Male,Married,0,Graduate,Employed,Suburban,133350,1,31777,25,1
Female,Married,1,High School,Unemployed,Suburban,37273,0,8122,174,0
Female,Married,0,Graduate,Employed,Urban,142655,1,30198,181,0
Male,Single,2,High School,Employed,Urban,81160,1,23368,127,0
Male,Single,3,Graduate,Employed,Urban,104492,0,20212,56,1
Male,Married,1,High School,Self-Employed,Rural,110786,0,29837,76,1
Female,Married,2,Graduate,Self-Employed,Suburban,148043,0,30942,53,1
Female,Single,3,Graduate,Employed,Urban,26068,0,7556,55,0
Male,Married,0,Graduate,Unemployed,Urban,28531,0,10996,170,0
Female,Married,3,Graduate,Unemployed,Suburban,76277,0,22083,73,0
Female,Divorced,2,Graduate,Employed,Urban,145354,0,43270,81,1
Male,Divorced,0,Postgraduate,Unemployed,Suburban,87117,1,21074,147,1
Female,Divorced,1,Postgraduate,Employed,Urban,62334,0,20000,38,1
Male,Single,2,High School,Self-Employed,Rural,80201,0,20189,144,0
Male,Single,2,High School,Employed,Urban,58088,0,20000,52,1
Female,Single,2,High School,Employed,Urban,132744,0,38777,157,0
Male,Married,1,Graduate,Self-Employed,Urban,67848,0,5629,23,1
Female,Married,1,High School,Employed,Rural,72743,0,21315,219,1
Female,Divorced,3,Graduate,Self-Employed,Urban,59589,0,19962,15,0
Male,Married,3,Postgraduate,Employed,Urban,70628,0,20988,225,1
Male,Married,2,High School,Unemployed,Urban,25823,0,5661,17,0
Male,Divorced,3,High School,Employed,Suburban,100903,0,22701,225,1
Male,Married,0,Graduate,Employed,Urban,105903,0,25711,229,1
Male,Married,3,Graduate,Employed,Urban,99492,1,21753,230,1
Female,Single,0,Graduate,Employed,Urban,26755,0,7164,156,0
Female,Single,2,High School,Employed,Urban,64128,0,9379,93,0
Female,Married,1,High School,Employed,Suburban,100926,0,28031,207,1
Female,Single,1,Postgraduate,Self-Employed,Suburban,112101,0,27098,221,1
Male,Single,0,High School,Employed,Suburban,47899,0,18393,141,0
Male,Single,0,Postgraduate,Self-Employed,Urban,138197,0,20741,140,1
Female,Single,3,Graduate,Unemployed,Suburban,40654,1,10526,44,0
Male,Married,3,Graduate,Employed,Urban,37296,0,7077,177,0
Male,Single,3,Graduate,Unemployed,Urban,78035,0,20461,115,1
Female,Single,1,High School,Self-Employed,Suburban,103102,1,22421,16,1
Female,Single,1,Postgraduate,Self-Employed,Urban,100777,0,25231,31,1
Male,Married,0,Postgraduate,Self-Employed,Rural,44992,0,9084,197,0
Male,Married,0,High School,Self-Employed,Suburban,117967,0,34676,100,1
Female,Married,0,High School,Self-Employed,Urban,105948,1,23713,202,1
Male,Divorced,0,Graduate,Self-Employed,Urban,138816,0,25835,226,1
Female,Single,0,Graduate,Employed,Suburban,138217,0,31236,211,1
Female,Married,1,High School,Unemployed,Rural,143209,0,42669,66,0
Male,Married,3,Postgraduate,Employed,Urban,58707,0,19802,98,0
Female,Single,0,High School,Self-Employed,Suburban,123922,1,28451,98,1
Male,Married,1,Graduate,Unemployed,Urban,124798,0,23564,224,1
Female,Divorced,0,Graduate,Self-Employed,Urban,61654,0,20000,26,1
Male,Married,0,High School,Employed,Urban,129199,0,29217,200,1
Female,Married,1,Postgraduate,Employed,Suburban,57949,0,20000,52,1
Female,Married,0,High School,Self-Employed,Rural,46443,0,11795,205,0
Female,Single,0,Graduate,Employed,Suburban,61750,0,20000,206,1
Male,Single,0,Graduate,Employed,Urban,117011,0,27059,139,1
Female,Married,3,High School,Employed,Urban,78913,0,21572,141,1
Male,Married,1,Graduate,Self-Employed,Suburban,145955,0,43014,12,1
Female,Divorced,0,Postgraduate,Employed,Urban,57839,0,16632,173,0
Female,Married,3,Graduate,Employed,Urban,94959,1,21352,79,1
Female,Married,2,High School,Self-Employed,Urban,43819,0,15422,126,0
Male,Single,1,Graduate,Self-Employed,Urban,136460,0,35916,189,1
Male,Single,1,High School,Employed,Suburban,139162,0,22152,151,1
Female,Single,2,Graduate,Unemployed,Urban,90463,0,25301,146,1
Male,Single,1,Postgraduate,Employed,Urban,61029,0,20000,147,0
Female,Married,3,Postgraduate,Unemployed,Urban,38743,0,6155,198,0
Female,Single,2,Graduate,Self-Employed,Rural,54889,0,20000,89,0
Female,Married,3,Graduate,Employed,Urban,40658,0,6833,96,0
Male,Married,1,Postgraduate,Self-Employed,Urban,105063,0,27067,42,1
Female,Married,1,High School,Employed,Urban,26513,0,10273,53,0
Female,Single,1,Graduate,Self-Employed,Suburban,25723,0,5337,143,0
Male,Single,0,Graduate,Unemployed,Urban,86124,0,24731,84,1
Female,Married,2,Postgraduate,Unemployed,Urban,99736,0,21564,85,0
Female,Single,1,Graduate,Self-Employed,Rural,73712,0,20668,186,1
Male,Single,3,High School,Employed,Urban,67767,0,25013,37,0
Female,Divorced,1,High School,Self-Employed,Urban,27049,0,10311,180,1
Female,Married,1,Postgraduate,Employed,Urban,58237,0,14224,227,0
Male,Married,3,High School,Employed,Rural,60089,0,20000,112,1
Female,Single,1,High School,Unemployed,Suburban,86001,0,20465,56,1
Male,Married,0,Graduate,Employed,Urban,95576,0,28436,53,1
Female,Single,3,High School,Self-Employed,Suburban,130209,0,23476,201,1
Male,Married,1,Graduate,Employed,Urban,135760,1,25052,153,1
Male,Single,3,Postgraduate,Self-Employed,Urban,57489,0,15818,127,0
Male,Single,2,Graduate,Unemployed,Urban,117289,0,22606,207,1
Male,Single,1,High School,Employed,Urban,97450,0,25591,208,1
Female,Married,2,Graduate,Self-Employed,Urban,43704,0,16075,228,0
Male,Single,1,High School,Employed,Urban,119699,0,35132,97,1
Female,Divorced,2,High School,Unemployed,Suburban,66582,1,8035,12,0
Male,Single,3,Graduate,Unemployed,Suburban,146823,0,26407,238,1
Female,Married,3,Graduate,Self-Employed,Suburban,60312,0,20000,41,0
Female,Single,1,Graduate,Unemployed,Suburban,40127,0,9681,99,0
Female,Single,1,Graduate,Self-Employed,Urban,103517,0,28326,239,1
Male,Single,1,Postgraduate,Self-Employed,Urban,49182,0,8509,213,0
Female,Married,2,High School,Unemployed,Urban,88902,0,20724,52,1
Female,Single,2,Graduate,Self-Employed,Suburban,88923,0,25262,45,0
Male,Married,1,High School,Employed,Urban,54261,0,8205,202,0
Female,Married,0,Postgraduate,Employed,Urban,120643,0,23837,226,1
Female,Single,1,Postgraduate,Employed,Suburban,69528,0,6089,193,0
Male,Married,0,Graduate,Self-Employed,Urban,48436,0,18463,83,0
Female,Married,3,Graduate,Employed,Suburban,70013,0,20029,180,1
Male,Single,0,Postgraduate,Self-Employed,Urban,84668,1,20242,136,1
Male,Single,0,Graduate,Employed,Suburban,101854,0,23057,195,1
Male,Married,0,Postgraduate,Self-Employed,Urban,132970,1,28055,174,1
Male,Single,1,Graduate,Unemployed,Urban,42800,0,5850,206,0
Female,Married,2,High School,Employed,Urban,51986,0,20000,153,1
Female,Single,2,Postgraduate,Employed,Urban,107122,1,30207,107,1
Female,Married,2,High School,Employed,Suburban,148399,0,28317,103,1
Male,Divorced,0,Graduate,Self-Employed,Suburban,57502,0,20000,211,1
Female,Single,3,Graduate,Employed,Suburban,53213,0,20000,177,1
Male,Married,1,High School,Employed,Urban,107886,0,24831,203,1
Female,Single,3,Postgraduate,Employed,Urban,144932,0,27223,47,1
Female,Single,2,High School,Self-Employed,Urban,98272,1,25971,205,0
Female,Single,0,High School,Unemployed,Urban,102677,0,27196,27,1
Male,Divorced,2,High School,Self-Employed,Suburban,31996,0,7289,50,0
Male,Married,1,Postgraduate,Employed,Urban,57494,0,11381,187,0
Female,Married,2,Postgraduate,Employed,Suburban,53709,0,20000,62,0
Female,Single,2,High School,Unemployed,Suburban,74248,1,21437,92,1
Male,Married,0,High School,Employed,Urban,90898,0,24346,212,1
Female,Married,1,High School,Employed,Urban,22921,0,5449,95,0
Female,Married,2,Graduate,Employed,Suburban,91063,0,22610,25,0
Male,Single,0,Postgraduate,Employed,Urban,113791,0,22539,188,1
Male,Married,2,Graduate,Employed,Urban,61631,0,20000,106,0
Male,Married,0,Graduate,Unemployed,Urban,57522,0,20000,53,1
Female,Married,2,High School,Employed,Urban,64970,0,20000,30,1
Male,Married,2,Postgraduate,Self-Employed,Suburban,100855,1,22009,176,1
Male,Divorced,2,Graduate,Unemployed,Suburban,142596,0,35434,166,1
Female,Single,0,High School,Employed,Rural,57874,0,14883,201,0
Female,Single,0,Graduate,Self-Employed,Urban,54398,1,20000,205,1
Female,Married,2,High School,Self-Employed,Rural,53961,0,20000,152,1
Male,Married,2,High School,Employed,Urban,117742,0,20581,15,1
Male,Married,1,High School,Employed,Suburban,54562,1,20000,229,0
Male,Single,2,High School,Employed,Suburban,61294,1,6797,181,0
Male,Divorced,1,Postgraduate,Unemployed,Rural,79992,0,20424,197,1
Male,Divorced,1,Postgraduate,Unemployed,Suburban,141459,1,24477,128,1
Female,Married,1,Postgraduate,Employed,Urban,52610,1,6713,94,0
Male,Married,2,Postgraduate,Employed,Rural,35463,0,13334,63,0
Male,Married,0,High School,Self-Employed,Urban,144139,0,21677,203,1
Male,Married,0,High School,Self-Employed,Urban,66695,0,20004,160,1
Female,Married,2,Graduate,Unemployed,Suburban,54225,0,12924,81,0
Male,Single,3,Graduate,Self-Employed,Urban,61040,1,20000,155,1
Female,Married,1,Graduate,Unemployed,Suburban,59779,0,20000,64,1
Male,Married,3,High School,Employed,Urban,118951,0,29313,64,1
Female,Divorced,3,Graduate,Employed,Suburban,51889,0,5767,237,0
Male,Single,3,Postgraduate,Self-Employed,Urban,32381,0,6391,65,0
Female,Single,1,High School,Self-Employed,Urban,53612,1,20000,54,1
Male,Married,3,High School,Employed,Suburban,76582,0,21194,96,1
Female,Single,3,High School,Employed,Suburban,34246,0,7815,81,0
Male,Married,1,Graduate,Employed,Suburban,100679,0,24419,43,1
Male,Single,2,Postgraduate,Unemployed,Suburban,51998,0,5415,24,0
Female,Married,0,Graduate,Employed,Suburban,135097,0,38864,128,0
Male,Single,1,Graduate,Self-Employed,Urban,148829,1,37412,103,1
Male,Single,1,Postgraduate,Unemployed,Urban,62261,0,7506,176,0
Male,Married,3,Postgraduate,Employed,Suburban,35567,0,13444,94,0
Male,Married,3,Graduate,Employed,Suburban,38273,0,14426,107,1
Female,Divorced,1,Postgraduate,Self-Employed,Suburban,116451,0,26687,187,1
Male,Married,3,High School,Self-Employed,Urban,127735,0,30460,23,1
Female,Single,3,Postgraduate,Employed,Urban,63373,0,10370,55,0
Male,Divorced,2,Postgraduate,Self-Employed,Urban,84882,0,24488,92,1
Male,Married,1,High School,Unemployed,Urban,142471,0,34311,20,1
Male,Married,3,Graduate,Employed,Urban,80193,1,21522,180,1
Male,Married,0,High School,Employed,Urban,50353,0,20000,137,0
